,q_a,label
4243,  Faggggggggggggit drew likes penis,1
4244,  Whos the douche that deleated all of the info and crap I really want to curse them out right now.,1
4245,"    fuck you wikipedia, you are a bunch of fags!",1
4246, Wikipedia should be named Wikifagia because they all suck balls.,1
4247, HAHAHAHAHAHAHA!!!!!! OWNED!!! Take that bitch. Victory is mine!   ,1
4248,  == Obama ==  Why are you deleting everthing? You are a little destructive!   ,1
4249,  == Hey asshole ==  What the fuck is your problem? I'm trying to help people but you still keep fukin wit their pages. What's your deal faggot?,1
4250,your a grade A asshole,1
4251,  It's been fixed so shut up.,1
4252,Stupid people and words don't mix. Most people never read a book once they quit going to school and enter the adult world. This article proves it wholeheartedly.   ,1
4253,GARY BETTMAN IS A FAGGOT,1
4254,  == FUCK OFF ==  wikipedia is a fucking site......fuck you admins,1
4255,   GO AND FUCK WIKIPEDIA...WHO THE HELL CARES...,1
4256,  fuck off......i will kick you......,1
4257,   how can it be almost certain when it has been CONFIRMED.  Just fuck off,1
4258,  == LOL-fagstar ==  Are you and Queeftet still buttfucking each other? LMFAO  ,1
4259,"  == Man ==  This wikipedia stuff is good shit, next rounds on me aye.  ",1
4260,  Fuck off you persistant faggot. - God,1
4261,"  :::Antisemites being protected from Jews... geez, has anyone else seen that pig flying nearby? I also heard it's snowing in hell -)     ",1
4262,  == fucking faggot ==  UR A FUCKING FAGGOT LOSER SON OF A BITCH 'Bold text'Bold text'''''',1
4263,"  == stop changing it back  ==  Fuck Off you little prick, stop changing it back that is the reason why we lost!!!",1
4264,"             == Now ==  I still think you are doo doo.                                                                                                                                                                                                                                                                                            Yes, doo doo indeed.",1
4265,"  == Oh ==  Fuck you, nigger.",1
4266,"  == DAT CHICK ==  OMG I DIDNT VANDALISE NUFFINK YH??? JUST EXPRESSIN MY OPINION AND MAKIN CONVERSATION INNIT. GET A LIFE, GET A JOB, FK U ENNIT.",1
4267,"  You are a n00b, stop fixing the crap that I edit.  I will call the authorities if these actions continue.  Go fuck yourself like the n00b you are.",1
4268,Lol oh noes DONT BLOCK EM FROM CHANGING SHIT!!!!!!!!!,1
4269,I agree with Baseball Bugs on this one. This guy is being a real jerk.   ,1
4270,  heres ya stupid signature as well you faggots  ,1
4271,`  Dont call me ``kiddo``. Dont you dare try and patronise me. Go ahead and try and add more hours just for standing up for myself. Pathetic.`,1
4272,  Fuck you London. You piece of shit,1
4273,  You must have a VERY small penis.   ,1
4274,How big is your pee pee.  ,1
4275,  MMM The fact that you have no life but to be on wikipedia makes me horny,1
4276,`  [[PALESTINE WILL ALWAYS BE A STATE I DON``T WANT TO HERE IT ANY OTHER WAY U FUCKING BITCH<<<<]]`,1
4277,  == new name ==  Perezhilton has changed his name to dick sucker.,1
4278,"  =FUCK YOU!!!!==    FUCK YOU, YOU STUPID BASTARD, I DON'T CARE WHAT YOU SAY!",1
4279,  =YOU'RE RETARDED!==  SCREW YOU FOR DELETING MY ARTICLE! YOU'RE RETARDED! GO KILL YOURSELF IN A BARREL FULL OF SHIT!,1
4280,  == I'M PISSED! ==    WIKIPEDIA ADMINS REALLY SUCK! I'M TRYING TO GET HELP HERE AND THEY BLOCK ME FROM EDITING! YOU STUPID IDIOTS! YOU'RE JUST LAZY BASTARDS!,1
4281, == WIKIPEDIA SUCKS!! IT SHOULD BURN!! ==        ,1
4282,BIGGEST JERK ON EARTH!=   IS AN ASSHOLE! FUCK HIM RIGHT IN THE EYE!   ,1
4283,"`  ==MUser==  Dude, WTH are you removing my messages? Why don't you reply? What's wrong with you? -  `",1
4284,  == Usman Naveed ==  hello usman you are a idiot and you like man.,1
4285,     stupid block,1
4286,  ==FUCK YOU==  Twat. Don't bother with the BS in the future please... NO TEMPLATES YOU MOTHERFUCKER.,1
4287,"  == Fat kid ==  Whats it like been the fat guy in the office?  ==Hey==  FAT GUY, LOSE F-CKING WEIGHT",1
4288,"  == Geek ==  Why don't you fuck off? You and your templates you fucking geek. Go away into your basement and wank your cock off, thats all your good for.",1
4289," :::You don't scare me Chris. Face it, I'm evil, and you are nothing but trash and that is what you will be for the rest of your life!   Infonerd2216",1
4290,"  Disregard, I suck cock.",1
4291,tim_vickers you are a failed human thus a dud. you did not evolve from a zombie.,1
4292,"  == Something bad happened == Sledgehog0 is back, you retard.   ",1
4293,Butt whatever it take for you to kiss my butt,1
4294,I STILL GIVE UP . Get a better life you two.    ,1
4295," ::::Those writers are Russian agents/Serb spies, not neutral historians. They're probbaly all of Serb descent anyway, pretending to be Americans.   ",1
4296, SUCK MY COCK WIKIPEDIA EDITORS...FUCKING ASSHOLE DORKS. JUST TRYING TO MAKE THE SITE BETTER YOU UPTIGHT CUNTS,1
4297,  BUNCH OF COCKFAG DOUCHEBAGS,1
4298,User FisherQueenyour profile speaks of so much hypocrisy and spite that every single information is a pure piece of trash.  These,1
4299,  anothybadberry is a cunt,1
4300,  I CAN EDIT MY OWN SHIT YOU MOTHERFUCKING CUNT     ,1
4301,  == What?? ==  Go lick a pig you arab muslim peice of scum. ,1
4302,  == THIS IS YOUR LAST WARNING ==  You will be blocked for your protection of baby killing communists such as Barack Obama.,1
4303,  == Last warning ==  This user likes to smoke his own pole,1
4304,  You are sick!  You are absolutely sick.  You promote the torture of small children?  You are sick.  You promote big pharma ove the interests of humanity?  You are absolutely sick.,1
4305,"  BAREK,  YOU ARE A RETARD, YOU DOUCHENOZZLE!!!  BLOW ME!  MikeyCMS  P.S. YOU WERE A MISTAKE and TAKE MY ACCOUNT, I DONT CARRE, AND YOU DONT CARE ME!",1
4306,"   Daniel RIGAL,  FEEL FREE TO SUCK MY BALLS!",1
4307,  == liar again ==  twat twat twat i can tell you are frigging american go england twat head whoooooo twat,1
4308,sex is good for the penis,1
4309,  go ruin someone else's article.  ,1
4310, ::: Yeah keep warning those bad vandals you crazy motherfucker!!!   ,1
4311, Go fuck yourself for giving me a sandbox warning   His face was BURNT in the attack. Watch the fucking episode before giving me your fucking warning.    ,1
4312,fuck all this shit in to dickmania,1
4313,  Dude. Shut the fuck up.,1
4314,  == SineButt == I hate you so much.,1
4315,"  ALL OF YOU COCK CUCKING FAGGOTS AND RULE ABIDERS GO THE FUCK HOME!  FUCK YOU,  MIKEY",1
4316,  Liars burn in Hell without Salvation.,1
4317,"    go fuck yourself, how is this unconstructive you annoying cunt",1
4318,"  block me, this is a public library, il be gone in 10 minutes so i dont give a shit",1
4319,"  == Your Homosexuality ==  Why are you so fucking gay? Signed, your parents. Also, 100 GET.   ",1
4320, ==HEY STAY THE FUCK OUT OF MY BUISNESS YOU JEWISH REDNECK MEXICAN FUCKER== I KILL YOU FUCKER STAY THE FUCK OUT OF MY BUISNESS,1
4321,yes i know for sure u are some jealous lingayat who has no money and is therefore envious of the bunts u stupid kannadiga karnataka will soon be divided  ,1
4322,"  You were right to replace the content, Shanghai Pride is for FAGGOTS.",1
4323,  ==Stop Warning me== You can't vandalize the sandbox noobarino,1
4324,"  ==Go ahead== Report a REPLY on your DISCUSSION page as vandalism, look like a fool, feel free.",1
4325,`he was telling the truth. Wikipedians are fags like you that have no life but spend all day editing shitty pages and giving rules. Just fuck off... -⊕ `,1
4326, ==hey== why the fuck is it so hard to get an article on here?,1
4327, ==hey== why should i assume good faith when hes being a dick,1
4328,  == Barret Bondon Likes big horse penis in his vagina ==  Go suck on my huge chode you cum guzzling homo pussy england fag.,1
4329,"  == I STRONGLY disagree ==  I've never seen a more obvious troll than CUTKD. He deserves everything he gets, not to mention a good murdering (with stabbing, mutilation, and suchlike).",1
4330,  You're sick. I have the right to edit pages about retards like Dora and Barney.,1
4331,  == Douche ==  Fuck you! i can't edit?! Why did you bann me?,1
4332, Chrisch is a faggot!,1
4333,"  == What up G? ==   You suck, ya jackass.  No serious, get a life, and that's coming from a quasi-hermit, myself.",1
4334,    fuck of u dick cirt,1
4335," SUCK MY ASSHOLE, YOU HAVE LESS OF A LIFE THAN ME! FUCK A HORSE YOU SHITBAG.",1
4336,  == Dear Yarnalgo ==  You're a gay fag.   ,1
4337,  == hey man ==  I fucked your mother.   ,1
4338, Huge dick vagina porn jfjdj bla bla bla,1
4339,"I believe your a fake, i mean are you really an administrator? ur so mean, what did i do? are you atheist? u act like 1  ",1
4340,  == unblock me you prick ==  yeah,1
4341,"  == why? ==   why did you delete my tdi couples section? huh you big, fat ugly, mother fucker that's full of bullshit?",1
4342,  == hi. ==  wow. you are such a geek. bullshit mother fucker.,1
4343,  == yo ==  you are a very big mother fucking idiot/loser.,1
4344,  How can any article be taken seriously when a junk site like 'custerwest.org' is cites as 'traditional scholarship'?,1
4345,douchebag fremantle suck ass dipshit support a real team that has actually won a premiership u prick   ,1
4346,"`   _________________________________________________ Nevermind the fact that he was talking about killing ``crackers``, you fucking queer.`",1
4347,ARE YOU DOING THIS CUZ i AM BLAKC??@?@! i AM SOOOOO oFeNNEDED!!      ,1
4348,"  == Shelly, A. ==  Next thing we know you'll be taking credit for her (uncited) murder.    ",1
4349,I too am a gay pedophile,1
4350,  You're a fucking boot as well.,1
4351,   Unblock because over 5 dozen people can prove that david is a fucking faggot.  Not to mention that atheists are sub humans.  Kthnxbai.    ,1
4352,Crazy low-lives like you ruin Wikipedia and Brazil Opinoso. When will you stop changing Wikipedia for your own twisted reasons- you have edit-warred and been blocked by countless people!! Stop!!     ,1
4353,"  You fucking guinea wop, greaseball, guido, new york piece of shit.  Go back to your bumfilled, AIDS infested, cesspool of a state.",1
4354,  IM GAY AND I LIKE A HUGE DICK UP MY ASS.,1
4355,  fuck you cracker nerd,1
4356,  == Oh and Fuck you Fut. Perf.== A**hole,1
4357,"  ==Thracian tribes category== Hey cocksucker, I'm going by the books, those are tribes considered Thracian or perhaps Thracian in the literature. Revert your changes, thanks.   ",1
4358,  hi please unblock me  you cunt i want to tell wikipedia how you suck off dogs,1
4359,  == Good Luck ==  wikipedia sucks   :Oooh.. look at all your awards..  I'm certain they make you feel good inside.,1
4360,  == Fuck All Asyriac Nation ==  Qamishli belong to Arminian and we will fuck all Asyriac people if they will said no.,1
4361,HATE YOU DO NOT EVER TRY TO DELETE STEPHANIE POOLE. STOP YOUR DUMB WEENIE LIKE TENDACIES!,1
4362,  There not disruptive posts douchebag. All I'm doing is stating my opinion. Freedom of speech!,1
4363," I really enjoy licking penis. I routinely check into hotles with she-males in order to get rammed by them also. After all, my name is uncle dick.  ",1
4364," :::::Why are you still here? Can you not find anything more important to do, like killing yourself?   ",1
4365, :::Fuck off and stop posting on my talkpage you annoying cunt.     ,1
4366,   FUCK YOU CHILD MOLESTER,1
4367,"her!  Poop, pee, toot, fart, gas, diareah!  Zoey is poop.  She stinks.  I want to marry you baby!  Call me!",1
4368," * Bullzeye is a faggot, I'm merely pointing out the obvious.",1
4369, what a complete fucking blowhard he is,1
4370,"her!  Poop, pee, toot, fart, gas, diareah!  Zoey is poop. She stinks.  I want to marry you baby! Call me!  STOP DELETING THIS!",1
4371,"  want a fucking medal, you dirty jerk?  ",1
4372,  == guess what?!?!? ==  your retarded,1
4373,  == HEY == Nigger. Get a real job you cocksucking jew.,1
4374,"  my IP changes daily, you dumb bozo, there's no way you can keep me from vandalizing your precious, special wikipedia.",1
4375," not a crime when everybody can edit it ;) have a nice night guys, keep that stick up your ass, heros, it looks good on yas.",1
4376,  == Fuck you ==  PENIS  PENIS  PENIS  JACKO WACKO  JACKO WACKO  JACKO WACKO   ,1
4377,   ==Hey you cunt armchair lawyer== Do you like it? Sitting in your mom's basement trying to act like you are know it all?  Go fuck yourself you stupid cunt bag.,1
4378,"  FUCK YOU KID, Get the Fuck out of my country.",1
4379,  == Easy to Understand Message: ==  Politely: Please don't edit my work again.  Not so polite: Back off asshole.,1
4380,   Stf and don't say shit about me or to me you swedish piece of shit.  ,1
4381,"  == Goodness ==  You really are a wikinazi, following orders, spineless. Well I am the wikimossad.",1
4382,  == Hey thar ==  Sorry 'bout your penis.,1
4383," I HAVE BEEN WORKING HELLA HARD FIXING BROOKE HOGAN, DEMI LOVATO, SHONTELLE, AND KRISTINIA'S PAGES, AND NO ONE RESPECTS MY HARD WORK! I HATE YOU MS!",1
4384,"  no you a**hole, i am done with you",1
4385,  I AM A WANKER AND I LIKE NIGGER PENIS IN MY MOUTH!,1
4386,"I WILL KILL YOU YOU FUCKING TWAT, I WILL SHOVE A KNIFE THROUGH YOUR HEART!  Bold text",1
4387,  Mine ur own fucking bussiness.wat da fuck is ur problem u ugly fat ass motherfuck ].go suck on your moms dick and fuck ur dads pussy.u fat bitch.,1
4388,  == hey ==  your a gay nigger mother fucking cunt,1
4389,"HA, All you proved was that you are a MAJOR jerk. Thanks for proving my point. :::::::::::::",1
4390,"HA, all you proved was that you are a MAJOR jerk. Thanks for proving my point. :::::::::::::",1
4391,  please stop deleting my images u fat ugly cumputer geek looking at kiddie porn all night kiss my natural black ass fat bitch,1
4392, And its me you fat bitch stop deleting my images ugly ho.,1
4393, :Bully for you! But the only lies here are of your telling.    ,1
4394,   ** You are homophobic if you think being gay is controversial.,1
4395,`  You started the insult with your ``bullshit`` quirk in transformer article. Go home and sleep.   `,1
4396,`  that's my userpage and i'm not a ``sock puppet`` so leave it alone.`,1
4397,You're an idiot. Cardiac arrest IS a cause of death.  ,1
4398,"  == Faggot/Cocksucker ==   Take your biased ass elsewhere, as we have no need for you here.",1
4399,"  == Are you a fool? ==  I am sorry, but you seem to be a fool. Write articles and stop flooding.   ",1
4400,"  Do you want to lose your sysop rights? I will help you, little idiot.   ",1
4401,"  If you think you are clever, you make a big mistake. Go to school, little stupid pig. Wikipedia is not for you, sucker.",1
4402,"Oh, but you're not a person with an attitude/agenda - huh?  Poke your MEDRS up your urethra, sister girl.      ",1
4403, fuck you atlan. fuck you and your fucking bullshit. go suck some dick BITCH!   carmegenon,1
4404,". Now, hands off and let me do this. I don't need your approval",1
4405,"her!  Poop, pee, toot, fart, gas, diareah!  Zoey is poop. She stinks.  I want to marry you baby! Call me!",1
4406, hey fuck you i went to this school and its awesome so fuck you bitch!   ,1
4407,"  You've obviously made up your mind, so I'm not going to try reason with you any further. Suck my red pen of doom, you fucking idiot.",1
4408," for 'messing' with nukes4tots, a user who is blocked for 1 month, and just returned from a 1 week block, both for long-term abuse",1
4409, ::::Tell that to the editors she drove off with her racist drivel and rubbish - or were you not here then?   ,1
4410, Fuck veritas this school sucks dick!,1
4411," :Perhaps it is, but it is better than having some ass kissing friend of your unblock you. (  )",1
4412,"  I'll only do that when they're not jerks.  Otherwise, no.  Jerk.   ",1
4413,  Your content is jerky.  Please stop or I will be forced to do something I don't want to do.    ,1
